Tree	-lnL	ti/tv ratio	p-inv	Site	-lnL
				901	1.84640083
				902	1.65724341
				903	1.49889302
				904	1.65724341
				905	5.67233871
				906	1.65724341
				907	5.92115629
				908	10.35016156
				909	1.49889302
				910	1.84640083
				911	1.49889302
				912	1.49889302
				913	1.93306858
				914	1.49889302
				915	1.65724341
				916	1.65724341
				917	1.93306858
				918	12.52252103
				919	1.84640083
				920	1.49889302
73	3189.54017125	2.67398247	0.65144098
				1	6.31833609
				2	1.65746474
				3	1.49885287
				4	1.65746474
				5	1.65746474
				6	8.62205281
				7	1.84621358
				8	1.93296949
				9	7.99978526
				10	1.84621358
				11	6.60220016
				12	8.60016604
				13	9.78192059
				14	5.65393494
				15	10.67438817
				16	1.49885287
				17	1.49885287
				18	1.65746474
				19	15.60575354
				20	11.27865104
				21	7.09358366
				22	1.49885287
				23	1.49885287
				24	1.65746474
				25	1.65746474
				26	1.65746474
				27	1.84621358
				28	7.10800524
				29	9.25054496
				30	12.53653925
				31	1.93296949
				32	1.49885287
				33	1.84621358
				34	1.93296949
				35	1.65746474
				36	1.65746474
				37	1.93296949
				38	5.28350246
				39	1.84621358
				40	1.84621358
				41	7.16060531
				42	8.07550435
				43	7.21158633
				44	1.93296949
				45	1.65746474
				46	11.95017645
				47	1.49885287
				48	7.56866842
				49	1.49885287
				50	1.84621358
				51	1.93296949
				52	10.45731986
				53	1.49885287
				54	1.84621358
				55	5.11878170
				56	6.74019686
				57	1.84621358
				58	1.93296949
				59	1.49885287
				60	1.65746474
				61	1.93296949
				62	1.93296949
				63	1.65746474
				64	1.49885287
				65	1.84621358
				66	1.93296949
				67	9.57379147
				68	1.49885287
				69	1.93296949
				70	1.93296949
				71	1.49885287
				72	1.49885287
				73	1.93296949
				74	1.49885287
				75	1.49885287
				76	7.65873599
				77	1.65746474
				78	1.65746474
				79	1.49885287
				80	1.84621358
				81	8.69050558
				82	1.93296949
				83	7.34490339
				84	1.84621358
				85	1.84621358
				86	1.65746474
				87	1.65746474
				88	1.49885287
				89	1.49885287
				90	1.84621358
				91	9.77975280
				92	1.65746474
				93	9.12152881
				94	6.68059650
				95	1.65746474
				96	1.84621358
				97	1.93296949
				98	1.49885287
				99	6.37259807
				100	1.93296949
				101	7.16060531
				102	7.65873599
				103	1.49885287
				104	1.65746474
				105	1.49885287
				106	1.65746474
				107	1.49885287
				108	1.49885287
				109	1.65746474
				110	1.93296949
				111	1.49885287
				112	1.65746474
				113	1.93296949
				114	1.84621358
				115	1.65746474
				116	1.49885287
				117	5.63500114
				118	1.84621358
				119	1.65746474
				120	1.84621358
				121	1.65746474
				122	1.84621358
				123	1.93296949
				124	1.49885287
				125	1.49885287
				126	5.11445692
				127	1.65746474
				128	5.63980910
				129	1.93296949
				130	1.49885287
				131	1.65746474
				132	1.49885287
				133	1.65746474
				134	1.80835216
				135	1.65746474
				136	1.84621358
				137	1.49885287
				138	1.49885287
				139	8.27824559
				140	6.74270766
				141	1.84621358
				142	1.65746474
				143	1.49885287
				144	1.65746474
				145	1.84621358
				146	1.93296949
				147	7.59462060
				148	8.47230130
				149	1.93296949
				150	1.65746474
				151	1.84621358
				152	1.49885287
				153	1.49885287
				154	6.91016294
				155	1.65746474
				156	1.49885287
				157	1.49885287
				158	1.84621358
				159	1.65746474
				160	1.49885287
				161	1.84621358
				162	1.65746474
				163	1.49885287
				164	1.93296949
				165	1.49885287
				166	7.88057396
				167	1.49885287
				168	1.49885287
				169	1.65746474
				170	1.65746474
				171	1.93296949
				172	1.93296949
				173	1.93296949
				174	1.93296949
				175	5.92818215
				176	5.63500114
				177	1.49885287
				178	1.84621358
				179	1.65746474
				180	1.65746474
				181	1.93296949
				182	1.49885287
				183	1.49885287
				184	1.49885287
				185	1.84621358
				186	1.49885287
				187	12.79358899
				188	1.65746474
				189	1.65746474
				190	9.83191436
				191	1.65746474
				192	1.84621358
				193	5.11445692
				194	1.49885287
				195	1.65746474
				196	1.49885287
				197	1.84621358
				198	1.65746474
				199	1.65746474
				200	5.65393494
				201	6.37259807
				202	1.84621358
				203	1.84621358
				204	1.49885287
				205	1.84621358
				206	1.49885287
				207	1.93296949
				208	1.49885287
				209	9.54493164
				210	6.31833609
				211	1.49885287
				212	1.49885287
				213	8.75431421
				214	15.19341414
				215	1.49885287
				216	1.65746474
				217	9.34881710
				218	7.46540629
				219	1.49885287
				220	1.49885287
				221	1.49885287
				222	11.25988434
				223	8.91637216
				224	13.11585737
				225	8.76410923
				226	10.15019683
				227	8.06398719
				228	1.65746474
				229	1.84621358
				230	1.93296949
				231	1.93296949
				232	1.93296949
				233	1.93296949
				234	5.63500114
				235	8.52069163
				236	1.84621358
				237	7.21158633
				238	5.11878170
				239	6.31833609
				240	1.49885287
				241	1.65746474
				242	5.27889367
				243	1.49885287
				244	1.65746474
				245	1.93296949
				246	1.49885287
				247	1.65746474
				248	1.84621358
				249	1.49885287
				250	6.75881225
				251	1.93296949
				252	1.65746474
				253	7.09404014
				254	5.63980910
				255	1.93296949
				256	1.49885287
				257	8.06398719
				258	5.11445692
				259	1.49885287
				260	1.65746474
				261	1.65746474
				262	1.93296949
				263	1.65746474
				264	1.65746474
				265	1.49885287
				266	1.84621358
				267	6.92519304
				268	5.99953648
				269	1.84621358
				270	1.49885287
				271	1.49885287
				272	1.84621358
				273	1.93296949
				274	1.65746474
				275	1.65746474
				276	7.13048820
				277	1.93296949
				278	1.84621358
				279	8.36525921
				280	1.49885287
				281	1.65746474
				282	1.65746474
				283	12.52839179
				284	12.73725345
				285	9.92141705
				286	7.12299679
				287	5.23253935
				288	6.37259807
				289	5.11878170
				290	1.49885287
				291	1.84621358
				292	1.93296949
				293	7.59462060
				294	1.65746474
				295	1.65746474
				296	1.84621358
				297	5.63980910
				298	9.67981551
				299	5.65393494
				300	6.33717391
				301	10.21517030
				302	6.84539205
				303	9.53591923
				304	12.56216837
				305	5.11445692
				306	1.49885287
				307	1.84621358
				308	6.70767921
				309	12.46127546
				310	1.93296949
				311	6.91016294
				312	5.11878170
				313	1.65746474
				314	1.84621358
				315	1.93296949
				316	10.56337616
				317	1.49885287
				318	1.65746474
				319	1.49885287
				320	1.93296949
				321	5.27889367
				322	8.62205281
				323	1.49885287
				324	1.49885287
				325	1.93296949
				326	1.65746474
				327	1.49885287
				328	5.11445692
				329	1.49885287
				330	1.49885287
				331	8.62205281
				332	5.28350246
				333	5.11878170
				334	6.92519304
				335	1.49885287
				336	1.49885287
				337	1.49885287
				338	1.65746474
				339	1.65746474
				340	1.93296949
				341	1.93296949
				342	1.49885287
				343	1.93296949
				344	1.49885287
				345	11.95017645
				346	1.65746474
				347	1.49885287
				348	1.84621358
				349	1.49885287
				350	1.49885287
				351	1.93296949
				352	1.49885287
				353	1.65746474
				354	1.65746474
				355	1.65746474
				356	1.93296949
				357	1.49885287
				358	1.84621358
				359	6.88706475
				360	1.93296949
				361	9.10460863
				362	1.49885287
				363	1.65746474
				364	9.61697637
				365	1.65746474
				366	1.93296949
				367	10.13649894
				368	9.93337092
				369	1.49885287
				370	8.50650902
				371	1.65746474
				372	5.57148213
				373	1.49885287
				374	1.65746474
				375	6.98494925
				376	1.84621358
				377	1.65746474
				378	1.84621358
				379	1.84621358
				380	1.65746474
				381	6.58613080
				382	9.04134569
				383	1.49885287
				384	1.49885287
				385	1.84621358
				386	1.49885287
				387	1.65746474
				388	1.65746474
				389	7.67750946
				390	1.49885287
				391	1.83919450
				392	6.58613080
				393	1.84621358
				394	6.68119364
				395	5.63980910
				396	1.93296949
				397	15.29681906
				398	1.84621358
				399	1.93296949
				400	5.11878170
				401	1.49885287
				402	1.49885287
				403	1.84621358
				404	1.84621358
				405	7.56866842
				406	9.87671822
				407	14.25951302
				408	1.65746474
				409	1.84621358
				410	1.93296949
				411	1.49885287
				412	1.65746474
				413	1.84621358
				414	6.32569720
				415	1.84621358
				416	1.93296949
				417	11.32087089
				418	1.65746474
				419	6.70112101
				420	5.23253935
				421	5.11878170
				422	1.65746474
				423	1.84621358
				424	1.49885287
				425	1.65746474
				426	1.65746474
				427	1.65746474
				428	1.49885287
				429	1.84621358
				430	1.93296949
				431	6.66141198
				432	5.11878170
				433	1.49885287
				434	1.49885287
				435	1.49885287
				436	1.65746474
				437	1.49885287
				438	1.84621358
				439	12.13708311
				440	1.65746474
				441	1.65746474
				442	8.26989774
				443	6.66630885
				444	1.49885287
				445	1.49885287
				446	1.65746474
				447	1.93296949
				448	1.93296949
				449	1.65746474
				450	1.49885287
				451	1.65746474
				452	8.74956570
				453	1.65746474
				454	1.84621358
				455	1.84621358
				456	1.84621358
				457	7.46786166
				458	6.63087730
				459	1.49885287
				460	1.93296949
				461	1.65746474
				462	1.49885287
				463	1.93296949
				464	1.84621358
				465	5.63980910
				466	5.99953648
				467	5.28350246
				468	1.49885287
				469	1.84621358
				470	5.63500114
				471	1.49885287
				472	1.93296949
				473	1.65746474
				474	1.65746474
				475	1.65746474
				476	1.84621358
				477	10.03073246
				478	1.65746474
				479	1.93296949
				480	1.49885287
				481	5.07029592
				482	1.65746474
				483	8.48453186
				484	1.65746474
				485	1.84621358
				486	1.93296949
				487	1.65746474
				488	9.30311435
				489	5.11445692
				490	10.44283630
				491	1.49885287
				492	9.62083126
				493	5.70178574
				494	1.49885287
				495	1.84621358
				496	5.27889367
				497	6.68715798
				498	1.93296949
				499	7.46540629
				500	5.63500114
				501	5.65393494
				502	5.11445692
				503	1.93296949
				504	1.65746474
				505	1.49885287
				506	5.63980910
				507	5.65393494
				508	1.65746474
				509	1.65746474
				510	1.84621358
				511	5.11878170
				512	1.84621358
				513	1.49885287
				514	1.93296949
				515	8.63117030
				516	1.65746474
				517	1.65746474
				518	1.49885287
				519	1.93296949
				520	8.38256997
				521	1.93296949
				522	5.58807644
				523	1.84621358
				524	1.84621358
				525	1.49885287
				526	1.84621358
				527	1.84621358
				528	1.93296949
				529	1.49885287
				530	1.49885287
				531	1.49885287
				532	5.11445692
				533	1.65746474
				534	1.49885287
				535	1.93296949
				536	1.65746474
				537	9.23280051
				538	1.49885287
				539	7.10733744
				540	6.82170115
				541	5.63980910
				542	1.49885287
				543	1.84621358
				544	1.65746474
				545	6.99177450
				546	5.11878170
				547	7.00340878
				548	9.24378132
				549	6.68119364
				550	1.49885287
				551	1.65746474
				552	1.65746474
				553	1.65746474
				554	1.84621358
				555	1.93296949
				556	1.84621358
				557	1.65746474
				558	1.65746474
				559	1.65746474
				560	1.49885287
				561	1.49885287
				562	1.65746474
				563	1.65746474
				564	1.93296949
				565	1.93296949
				566	1.49885287
				567	1.65746474
				568	1.84621358
				569	1.49885287
				570	1.49885287
				571	1.49885287
				572	5.39595891
				573	1.47130869
				574	1.81831595
				575	1.84621358
				576	1.84621358
				577	1.49885287
				578	1.84621358
				579	1.65746474
				580	1.84621358
				581	1.65746474
				582	1.65746474
				583	1.49885287
				584	1.84621358
				585	1.49885287
				586	1.49885287
				587	1.93296949
				588	1.49885287
				589	1.49885287
				590	1.65746474
				591	7.10800524
				592	7.38720857
				593	1.65746474
				594	1.93296949
				595	1.49885287
				596	1.93296949
				597	1.49885287
				598	1.49885287
				599	7.23409117
				600	1.93296949
				601	1.93296949
				602	1.65746474
				603	1.65746474
				604	1.93296949
				605	1.93296949
				606	1.84621358
				607	1.49885287
				608	1.65746474
				609	1.93296949
				610	5.39595891
				611	1.84621358
				612	1.65746474
				613	1.65746474
				614	8.91042671
				615	5.11878170
				616	1.84621358
				617	1.49885287
				618	1.65746474
				619	1.65746474
				620	1.49885287
				621	1.65746474
				622	1.65746474
				623	1.84621358
				624	1.84621358
				625	1.93296949
				626	1.93296949
				627	1.65746474
				628	1.84621358
				629	1.84621358
				630	1.65746474
				631	1.49885287
				632	1.49885287
				633	5.11878170
				634	9.67981551
				635	1.93296949
				636	1.93296949
				637	1.49885287
				638	1.65746474
				639	1.84621358
				640	1.65746474
				641	1.65051680
				642	7.84826863
				643	5.13591247
				644	7.23109446
				645	6.71271534
				646	7.23109446
				647	5.55427011
				648	9.12316173
				649	1.49127782
				650	1.65051680
				651	1.65051680
				652	1.65051680
				653	1.65746474
				654	1.84621358
				655	1.65746474
				656	1.49885287
				657	1.49885287
				658	1.93296949
				659	1.49885287
				660	1.49885287
				661	1.93296949
				662	1.49885287
				663	1.84621358
				664	1.65746474
				665	1.93296949
				666	1.49885287
				667	1.49885287
				668	1.84621358
				669	1.93296949
				670	1.49885287
				671	1.93296949
				672	1.84621358
				673	1.49885287
				674	1.93296949
				675	1.84621358
				676	1.65746474
				677	1.49885287
				678	1.84621358
				679	1.49885287
				680	1.93296949
				681	1.49885287
				682	8.39921018
				683	5.92818215
				684	1.49885287
				685	1.93296949
				686	6.53502245
				687	1.65746474
				688	5.39595891
				689	1.93296949
				690	1.49885287
				691	1.93296949
				692	7.23409117
				693	7.10800524
				694	5.39595891
				695	1.49885287
				696	1.93296949
				697	1.93296949
				698	1.65746474
				699	1.65746474
				700	1.49885287
				701	1.93296949
				702	1.84621358
				703	9.27087209
				704	1.84621358
				705	5.39595891
				706	5.92818215
				707	1.65746474
				708	1.65746474
				709	1.84621358
				710	1.49885287
				711	1.65746474
				712	1.49885287
				713	1.84621358
				714	1.49885287
				715	5.63500114
				716	1.65746474
				717	1.65746474
				718	1.84621358
				719	1.84621358
				720	1.84621358
				721	6.82170115
				722	7.67443324
				723	12.83380802
				724	1.93296949
				725	10.14098389
				726	1.93296949
				727	1.93296949
				728	1.84621358
				729	1.49885287
				730	1.49885287
				731	1.65746474
				732	1.49885287
				733	1.49885287
				734	1.65746474
				735	1.65746474
				736	1.49885287
				737	1.49885287
				738	8.89007321
				739	5.11445692
				740	7.00340878
				741	1.49885287
				742	1.49885287
				743	1.65746474
				744	8.50521104
				745	1.49885287
				746	1.65746474
				747	8.58992864
				748	1.49885287
				749	7.52089765
				750	1.84621358
				751	1.65746474
				752	1.65746474
				753	1.49885287
				754	1.93296949
				755	1.84621358
				756	1.65746474
				757	16.63329730
				758	1.84621358
				759	1.65746474
				760	1.93296949
				761	1.49885287
				762	1.84621358
				763	1.84621358
				764	1.84621358
				765	1.84621358
				766	1.93296949
				767	1.93296949
				768	1.65746474
				769	1.49885287
				770	1.49885287
				771	1.49885287
				772	1.84621358
				773	12.76165784
				774	7.42311914
				775	1.84621358
				776	1.65746474
				777	1.84621358
				778	1.65746474
				779	1.84621358
				780	1.49885287
				781	1.93296949
				782	6.58828801
				783	7.08480169
				784	1.93296949
				785	1.65746474
				786	1.84621358
				787	1.65746474
				788	7.06316499
				789	1.93296949
				790	1.49885287
				791	6.62290527
				792	15.69505659
				793	8.90458114
				794	9.60691409
				795	5.11878170
				796	5.11445692
				797	1.65746474
				798	1.84621358
				799	1.65746474
				800	5.23253935
				801	9.93365765
				802	9.54493164
				803	6.70767921
				804	1.49885287
				805	13.70112715
				806	10.27143108
				807	1.49885287
				808	1.84621358
				809	11.49189190
				810	1.65746474
				811	13.99829320
				812	10.57516414
				813	9.91522020
				814	7.16060531
				815	1.49885287
				816	7.46786166
				817	1.49885287
				818	1.65746474
				819	6.37259807
				820	7.48577158
				821	10.81025493
				822	15.89130104
				823	11.53214723
				824	1.65746474
				825	1.49885287
				826	1.84621358
				827	12.07183281
				828	5.57148213
				829	7.34490339
				830	1.65746474
				831	1.65746474
				832	5.63500114
				833	5.63980910
				834	9.92141705
				835	7.84002133
				836	13.31148418
				837	10.69136918
				838	1.84621358
				839	1.93296949
				840	9.37268427
				841	1.65746474
				842	1.49885287
				843	1.93296949
				844	1.93296949
				845	1.84621358
				846	5.07029592
				847	1.49885287
				848	1.65746474
				849	1.93296949
				850	1.93296949
				851	1.49885287
				852	8.90458114
				853	1.65746474
				854	1.49885287
				855	1.49885287
				856	1.84621358
				857	1.93296949
				858	1.49885287
				859	6.74270766
				860	1.65746474
				861	1.65746474
				862	1.84621358
				863	1.93296949
				864	1.84621358
				865	1.49885287
				866	1.84621358
				867	1.84621358
				868	1.93296949
				869	7.84002133
				870	1.84621358
				871	1.65746474
				872	1.93296949
				873	5.11445692
				874	1.65746474
				875	1.65746474
				876	1.49885287
				877	12.19267071
				878	10.26943237
				879	1.49885287
				880	1.49885287
				881	1.65746474
				882	1.65746474
				883	1.93296949
				884	1.84621358
				885	1.49885287
				886	1.84621358
				887	1.93296949
				888	1.65746474
				889	1.49885287
				890	1.93296949
				891	1.65746474
				892	1.65746474
				893	1.93296949
				894	1.84621358
				895	1.49885287
				896	1.84621358
				897	10.83187669
				898	5.39595891
				899	1.49885287
				900	1.93296949
				901	1.84621358
				902	1.65746474
				903	1.49885287
				904	1.65746474
				905	5.70178574
				906	1.65746474
				907	5.92818215
				908	10.21517030
				909	1.49885287
				910	1.84621358
				911	1.49885287
				912	1.49885287
				913	1.93296949
				914	1.49885287
				915	1.65746474
				916	1.65746474
				917	1.93296949
				918	12.59290833
				919	1.84621358
				920	1.49885287
74	3186.47631704	2.64208118	0.64914120
				1	6.33553796
				2	1.65737008
				3	1.49878661
				4	1.65737008
				5	1.65737008
				6	8.65217960
				7	1.84636452
				8	1.93308253
				9	7.97373816
				10	1.84636452
				11	6.60182269
				12	8.53255273
				13	9.76896262
				14	5.67296134
				15	10.45785447
				16	1.49878661
				17	1.49878661
				18	1.65737008
				19	15.40640247
				20	11.34221686
				21	7.06894228
				22	1.49878661
				23	1.49878661
				24	1.65737008
				25	1.65737008
				26	1.65737008
				27	1.84636452
				28	7.08197400
				29	9.27022281
				30	12.54621254
				31	1.93308253
				32	1.49878661
				33	1.84636452
				34	1.93308253
				35	1.65737008
				36	1.65737008
				37	1.93308253
				38	5.29275148
				39	1.84636452
				40	1.84636452
				41	7.17319799
				42	8.08395778
				43	7.21464414
				44	1.93308253
				45	1.65737008
				46	13.03781950
				47	1.49878661
				48	7.59465172
				49	1.49878661
				50	1.84636452
				51	1.93308253
				52	10.50389620
				53	1.49878661
				54	1.84636452
				55	5.12894194
				56	6.72196299
				57	1.84636452
				58	1.93308253
				59	1.49878661
				60	1.65737008
				61	1.93308253
				62	1.93308253
				63	1.65737008
				64	1.49878661
				65	1.84636452
				66	1.93308253
				67	11.27372267
				68	1.49878661
				69	1.93308253
				70	1.93308253
				71	1.49878661
				72	1.49878661
				73	1.93308253
				74	1.49878661
				75	1.49878661
				76	7.66527974
				77	1.65737008
				78	1.65737008
				79	1.49878661
				80	1.84636452
				81	8.77968777
				82	1.93308253
				83	7.31726334
				84	1.84636452
				85	1.84636452
				86	1.65737008
				87	1.65737008
				88	1.49878661
				89	1.49878661
				90	1.84636452
				91	9.72919649
				92	1.65737008
				93	9.12907934
				94	6.66078879
				95	1.65737008
				96	1.84636452
				97	1.93308253
				98	1.49878661
				99	6.38224945
				100	1.93308253
				101	7.17319799
				102	7.66527974
				103	1.49878661
				104	1.65737008
				105	1.49878661
				106	1.65737008
				107	1.49878661
				108	1.49878661
				109	1.65737008
				110	1.93308253
				111	1.49878661
				112	1.65737008
				113	1.93308253
				114	1.84636452
				115	1.65737008
				116	1.49878661
				117	5.63208652
				118	1.84636452
				119	1.65737008
				120	1.84636452
				121	1.65737008
				122	1.84636452
				123	1.93308253
				124	1.49878661
				125	1.49878661
				126	5.10898753
				127	1.65737008
				128	5.65271992
				129	1.93308253
				130	1.49878661
				131	1.65737008
				132	1.49878661
				133	1.65737008
				134	1.80876981
				135	1.65737008
				136	1.84636452
				137	1.49878661
				138	1.49878661
				139	8.27732141
				140	6.74233020
				141	1.84636452
				142	1.65737008
				143	1.49878661
				144	1.65737008
				145	1.84636452
				146	1.93308253
				147	8.35813341
				148	8.46894062
				149	1.93308253
				150	1.65737008
				151	1.84636452
				152	1.49878661
				153	1.49878661
				154	7.47779408
				155	1.65737008
				156	1.49878661
				157	1.49878661
				158	1.84636452
				159	1.65737008
				160	1.49878661
				161	1.84636452
				162	1.65737008
				163	1.49878661
				164	1.93308253
				165	1.49878661
				166	8.15884882
				167	1.49878661
				168	1.49878661
				169	1.65737008
				170	1.65737008
				171	1.93308253
				172	1.93308253
				173	1.93308253
				174	1.93308253
				175	5.92081840
				176	5.63208652
				177	1.49878661
				178	1.84636452
				179	1.65737008
				180	1.65737008
				181	1.93308253
				182	1.49878661
				183	1.49878661
				184	1.49878661
				185	1.84636452
				186	1.49878661
				187	12.47952101
				188	1.65737008
				189	1.65737008
				190	9.81167640
				191	1.65737008
				192	1.84636452
				193	5.10898753
				194	1.49878661
				195	1.65737008
				196	1.49878661
				197	1.84636452
				198	1.65737008
				199	1.65737008
				200	5.67296134
				201	6.38224945
				202	1.84636452
				203	1.84636452
				204	1.49878661
				205	1.84636452
				206	1.49878661
				207	1.93308253
				208	1.49878661
				209	9.53280821
				210	6.33553796
				211	1.49878661
				212	1.49878661
				213	8.69142497
				214	13.55995453
				215	1.49878661
				216	1.65737008
				217	9.41816475
				218	6.93950059
				219	1.49878661
				220	1.49878661
				221	1.49878661
				222	11.26898595
				223	8.94142747
				224	13.13647552
				225	8.74995582
				226	10.15546294
				227	8.06331224
				228	1.65737008
				229	1.84636452
				230	1.93308253
				231	1.93308253
				232	1.93308253
				233	1.93308253
				234	5.63208652
				235	8.52308991
				236	1.84636452
				237	7.21464414
				238	5.12894194
				239	6.33553796
				240	1.49878661
				241	1.65737008
				242	5.27202415
				243	1.49878661
				244	1.65737008
				245	1.93308253
				246	1.49878661
				247	1.65737008
				248	1.84636452
				249	1.49878661
				250	6.73900454
				251	1.93308253
				252	1.65737008
				253	7.11459712
				254	5.65271992
				255	1.93308253
				256	1.49878661
				257	8.06331224
				258	5.10898753
				259	1.49878661
				260	1.65737008
				261	1.65737008
				262	1.93308253
				263	1.65737008
				264	1.65737008
				265	1.49878661
				266	1.84636452
				267	6.93126810
				268	5.99147765
				269	1.84636452
				270	1.49878661
				271	1.49878661
				272	1.84636452
				273	1.93308253
				274	1.65737008
				275	1.65737008
				276	7.16191153
				277	1.93308253
				278	1.84636452
				279	8.38298615
				280	1.49878661
				281	1.65737008
				282	1.65737008
				283	13.41274918
				284	13.38003865
				285	9.98031198
				286	7.14412340
				287	5.24782962
				288	6.38224945
				289	5.12894194
				290	1.49878661
				291	1.84636452
				292	1.93308253
				293	8.35813341
				294	1.65737008
				295	1.65737008
				296	1.84636452
				297	5.65271992
				298	9.65055911
				299	5.67296134
				300	6.35563922
				301	9.74129962
				302	6.81049119
				303	9.76504153
				304	12.34054773
				305	5.10898753
				306	1.49878661
				307	1.84636452
				308	6.67099145
				309	12.45527201
				310	1.93308253
				311	7.47779408
				312	5.12894194
				313	1.65737008
				314	1.84636452
				315	1.93308253
				316	10.56989394
				317	1.49878661
				318	1.65737008
				319	1.49878661
				320	1.93308253
				321	5.27202415
				322	8.65217960
				323	1.49878661
				324	1.49878661
				325	1.93308253
				326	1.65737008
				327	1.49878661
				328	5.10898753
				329	1.49878661
				330	1.49878661
				331	8.65217960
				332	5.29275148
				333	5.12894194
				334	6.93126810
				335	1.49878661
				336	1.49878661
				337	1.49878661
				338	1.65737008
				339	1.65737008
				340	1.93308253
				341	1.93308253
				342	1.49878661
				343	1.93308253
				344	1.49878661
				345	13.03781950
				346	1.65737008
				347	1.49878661
				348	1.84636452
				349	1.49878661
				350	1.49878661
				351	1.93308253
				352	1.49878661
				353	1.65737008
				354	1.65737008
				355	1.65737008
				356	1.93308253
				357	1.49878661
				358	1.84636452
				359	6.88833004
				360	1.93308253
				361	9.08906915
				362	1.49878661
				363	1.65737008
				364	9.60974439
				365	1.65737008
				366	1.93308253
				367	10.12707429
				368	9.91954488
				369	1.49878661
				370	8.48441127
				371	1.65737008
				372	5.56037920
				373	1.49878661
				374	1.65737008
				375	6.96374381
				376	1.84636452
				377	1.65737008
				378	1.84636452
				379	1.84636452
				380	1.65737008
				381	6.59691641
				382	9.07072152
				383	1.49878661
				384	1.49878661
				385	1.84636452
				386	1.49878661
				387	1.65737008
				388	1.65737008
				389	7.67986503
				390	1.49878661
				391	1.83902419
				392	6.59691641
				393	1.84636452
				394	6.68961493
				395	5.65271992
				396	1.93308253
				397	15.29904417
				398	1.84636452
				399	1.93308253
				400	5.12894194
				401	1.49878661
				402	1.49878661
				403	1.84636452
				404	1.84636452
				405	7.59465172
				406	9.86880823
				407	14.18726992
				408	1.65737008
				409	1.84636452
				410	1.93308253
				411	1.49878661
				412	1.65737008
				413	1.84636452
				414	6.35332060
				415	1.84636452
				416	1.93308253
				417	11.26815600
				418	1.65737008
				419	6.70769554
				420	5.24782962
				421	5.12894194
				422	1.65737008
				423	1.84636452
				424	1.49878661
				425	1.65737008
				426	1.65737008
				427	1.65737008
				428	1.49878661
				429	1.84636452
				430	1.93308253
				431	6.65836267
				432	5.12894194
				433	1.49878661
				434	1.49878661
				435	1.49878661
				436	1.65737008
				437	1.49878661
				438	1.84636452
				439	12.12800146
				440	1.65737008
				441	1.65737008
				442	8.29317764
				443	6.66218856
				444	1.49878661
				445	1.49878661
				446	1.65737008
				447	1.93308253
				448	1.93308253
				449	1.65737008
				450	1.49878661
				451	1.65737008
				452	8.73722952
				453	1.65737008
				454	1.84636452
				455	1.84636452
				456	1.84636452
				457	7.46813302
				458	6.64049745
				459	1.49878661
				460	1.93308253
				461	1.65737008
				462	1.49878661
				463	1.93308253
				464	1.84636452
				465	5.65271992
				466	5.99147765
				467	5.29275148
				468	1.49878661
				469	1.84636452
				470	5.63208652
				471	1.49878661
				472	1.93308253
				473	1.65737008
				474	1.65737008
				475	1.65737008
				476	1.84636452
				477	10.00213067
				478	1.65737008
				479	1.93308253
				480	1.49878661
				481	5.08608774
				482	1.65737008
				483	8.48184995
				484	1.65737008
				485	1.84636452
				486	1.93308253
				487	1.65737008
				488	9.34425418
				489	5.10898753
				490	10.41439682
				491	1.49878661
				492	9.64291036
				493	5.69831458
				494	1.49878661
				495	1.84636452
				496	5.27202415
				497	6.68502782
				498	1.93308253
				499	6.93950059
				500	5.63208652
				501	5.67296134
				502	5.10898753
				503	1.93308253
				504	1.65737008
				505	1.49878661
				506	5.65271992
				507	5.67296134
				508	1.65737008
				509	1.65737008
				510	1.84636452
				511	5.12894194
				512	1.84636452
				513	1.49878661
				514	1.93308253
				515	8.56772117
				516	1.65737008
				517	1.65737008
				518	1.49878661
				519	1.93308253
				520	8.37649095
				521	1.93308253
				522	5.60731009
				523	1.84636452
				524	1.84636452
				525	1.49878661
				526	1.84636452
				527	1.84636452
				528	1.93308253
				529	1.49878661
				530	1.49878661
				531	1.49878661
				532	5.10898753
				533	1.65737008
				534	1.49878661
				535	1.93308253
				536	1.65737008
				537	8.90723208
				538	1.49878661
				539	7.07153436
				540	6.83012244
				541	5.65271992
				542	1.49878661
				543	1.84636452
				544	1.65737008
				545	6.98877030
				546	5.12894194
				547	7.00948384
				548	9.23638786
				549	6.68961493
				550	1.49878661
				551	1.65737008
				552	1.65737008
				553	1.65737008
				554	1.84636452
				555	1.93308253
				556	1.84636452
				557	1.65737008
				558	1.65737008
				559	1.65737008
				560	1.49878661
				561	1.49878661
				562	1.65737008
				563	1.65737008
				564	1.93308253
				565	1.93308253
				566	1.49878661
				567	1.65737008
				568	1.84636452
				569	1.49878661
				570	1.49878661
				571	1.49878661
				572	5.38652589
				573	1.47086149
				574	1.81807214
				575	1.84636452
				576	1.84636452
				577	1.49878661
				578	1.84636452
				579	1.65737008
				580	1.84636452
				581	1.65737008
				582	1.65737008
				583	1.49878661
				584	1.84636452
				585	1.49878661
				586	1.49878661
				587	1.93308253
				588	1.49878661
				589	1.49878661
				590	1.65737008
				591	7.08197400
				592	7.40195258
				593	1.65737008
				594	1.93308253
				595	1.49878661
				596	1.93308253
				597	1.49878661
				598	1.49878661
				599	7.20944979
				600	1.93308253
				601	1.93308253
				602	1.65737008
				603	1.65737008
				604	1.93308253
				605	1.93308253
				606	1.84636452
				607	1.49878661
